source_name,indicator_id,normalized_name,mapping_status,basis
Mean Percentile Wait Time for CT Priority 4 Cases,ind_70432430e9298d3d,Mean Percentile Wait Time for CT Priority 4 Cases,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Mean percentile wait time for CT priority 4,ind_daf4dde1d1cced17,Mean percentile wait time for CT priority 4,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Median Wait Time from Referral to First Offered Consult,ind_0cce0d09b66334df,Median Wait Time from Referral to First Offered Consult,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Median Wait Time from Referral to First Offered Consult Appointment,ind_22bb59dca0552599,Median Wait Time from Referral to First Offered Consult Appointment,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Median Wait Time from Referral to First Offered Consult Appointment.,ind_33e741c435735390,Median Wait Time from Referral to First Offered Consult Appointment.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Median of Wait Time for All Neuromotor Therapy/services (including occupational therapy, physiotherapy, social work, psychology and speech-language pathology)",ind_a3d96cad155e0feb,"Median of Wait Time for All Neuromotor Therapy/services (including occupational therapy, physiotherapy, social work, psychology and speech-language pathology)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Median of Wait Time for All Neuromotor therapy/services,ind_fd65a1958eb8f511,Median of Wait Time for All Neuromotor therapy/services,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Audits,ind_906cff79001b6b5a,Medication Audits,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Incidents: % of medication incidents that reach the patient,ind_6a8dd796af8b51c8,Medication Incidents: % of medication incidents that reach the patient,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Reconciliation,ind_9e21c9245b409e16,Medication Reconciliation,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Medication Reconciliation at discharge: Percentage of Inpatients (non-OB or neonate, non-expired, non-LAMA) who have an updated BPMH completed on the EHR (discrete data)",ind_b9ea76432394471a,"Medication Reconciliation at discharge: Percentage of Inpatients (non-OB or neonate, non-expired, non-LAMA) who have an updated BPMH completed on the EHR (discrete data)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Reconciliation: % of eligible patients who have had medication reconciliation completed,ind_72b08efec43b033b,Medication Reconciliation: % of eligible patients who have had medication reconciliation completed,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Scanning Compliance,ind_eb7f45a60cfc480e,Medication Scanning Compliance,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Scanning Compliance. Measures percentage of medications administered (scan or override selected) for which a medication scan was completed for all inpatient and ED patients.,ind_af557aedd6c94e76,Medication Scanning Compliance. Measures percentage of medications administered (scan or override selected) for which a medication scan was completed for all inpatient and ED patients.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication Scanning Rate,ind_2aa48441e2b4f9aa,Medication Scanning Rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication and Patient Scanning rates for Inpatient Medication Administration,ind_7c6b5210bc7997b6,Medication and Patient Scanning rates for Inpatient Medication Administration,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication reconciliation at admission. Inpatient: Total number of clients for whom at Best Possible Medication Reconciliation was done upon admission,ind_313b06c6b6d5751e,Medication reconciliation at admission. Inpatient: Total number of clients for whom at Best Possible Medication Reconciliation was done upon admission,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication reconciliation at admission. Outpatient: Total number of clients in the Depo or Long Acting Injectable ARV programs for whom a Best Possible Medication Reconciliation was done upon starting treatment,ind_1a2e570fa381e086,Medication reconciliation at admission. Outpatient: Total number of clients in the Depo or Long Acting Injectable ARV programs for whom a Best Possible Medication Reconciliation was done upon starting treatment,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication reconciliation at admission. Total number of completed medication reconciliations for all patients admitted to inpatient unit according to Accreditation  Canada guidelines.,ind_3256496582ec15b6,Medication reconciliation at admission. Total number of completed medication reconciliations for all patients admitted to inpatient unit according to Accreditation Canada guidelines.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Medication reconciliation at admission. Total number of completed medication reconciliations for all patients admitted to inpatient unit according to Accreditation Canada guidelines.,ind_1363324c18b50bdc,Medication reconciliation at admission. Total number of completed medication reconciliations for all patients admitted to inpatient unit according to Accreditation Canada guidelines.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Medication reconciliation at admission: percentage (%) of admitted patients for whom a i. best possible medication history was created within 24 hours of admission, using ii. 2 or more sources and iii. including patient/care partner as a source.",ind_3cc206b5bf3a3fbf,"Medication reconciliation at admission: percentage (%) of admitted patients for whom a i. best possible medication history was created within 24 hours of admission, using ii. 2 or more sources and iii. including patient/care partner as a source.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Medication reconciliation at admission: total number of admitted patients for whom a Best Possible Medication Plan was created within 24 hours of admission, as a proportion of total number of admitted patients (% / admitted patients)",ind_0dea253110933392,"Medication reconciliation at admission: total number of admitted patients for whom a Best Possible Medication Plan was created within 24 hours of admission, as a proportion of total number of admitted patients (% / admitted patients)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
